08/25/18|000010102|St. John's|OZONE-1HR|PPB|27|1|Newfoundland & Labrador DEC|-999|-999|47.652800|-52.816700|124000010102
08/25/18|000010102|St. John's|OZONE-8HR|PPB|25|8|Newfoundland & Labrador DEC|23|0|47.652800|-52.816700|124000010102
08/25/18|000010401|Mount Pearl|OZONE-1HR|PPB|27|1|Newfoundland & Labrador DEC|-999|-999|47.505000|-52.794700|124000010401
08/25/18|000010401|Mount Pearl|OZONE-8HR|PPB|25|8|Newfoundland & Labrador DEC|23|0|47.505000|-52.794700|124000010401
08/25/18|000010401|Mount Pearl|PM2.5-24hr|UG/M3|11.5|24|Newfoundland & Labrador DEC|48|0|47.505000|-52.794700|124000010401
08/25/18|000010501|Grand Falls Windsor|OZONE-1HR|PPB|32|1|Newfoundland & Labrador DEC|-999|-999|49.019400|-55.802800|124000010501
08/25/18|000010501|Grand Falls Windsor|OZONE-8HR|PPB|30|8|Newfoundland & Labrador DEC|28|0|49.019400|-55.802800|124000010501
08/25/18|000010602|MacPherson Avenue - Corner Brook|PM2.5-24hr|UG/M3|14.1|24|Environment Canada|55|1|48.952240|-57.922070|124000010602
08/25/18|000010801|Port au Choix|OZONE-1HR|PPB|28|1|Newfoundland & Labrador DEC|-999|-999|50.711240|-57.363650|124000010801
08/25/18|000010801|Port au Choix|OZONE-8HR|PPB|29|8|Newfoundland & Labrador DEC|27|0|50.711240|-57.363650|124000010801
08/25/18|000010901|Marystown/Burin|PM2.5-24hr|UG/M3|8.4|24|Environment Canada|35|0|47.098991|-55.198521|124000010901
08/25/18|000011002|FIREHALL-LABRADORCITY2|PM2.5-24hr|UG/M3|3.8|24|Environment Canada|16|0|52.945487|-66.910306|124000011002
08/25/18|000020104|CHARLOTTETOWN|OZONE-1HR|PPB|34|1|Environment Canada|-999|-999|46.240600|-63.130600|124000020104
08/25/18|000020104|CHARLOTTETOWN|OZONE-8HR|PPB|33|8|Environment Canada|31|0|46.240600|-63.130600|124000020104
08/25/18|000020104|CHARLOTTETOWN|PM2.5-24hr|UG/M3|14.7|24|Environment Canada|56|1|46.240600|-63.130600|124000020104
08/25/18|000020104|CHARLOTTETOWN|SO2-24HR|PPB|0|24|Environment Canada|-999|-999|46.240600|-63.130600|124000020104
08/25/18|000020301|WELLINGTON|OZONE-1HR|PPB|35|1|Environment Canada|-999|-999|46.478300|-63.986900|124000020301
08/25/18|000020301|WELLINGTON|OZONE-8HR|PPB|33|8|Environment Canada|31|0|46.478300|-63.986900|124000020301
08/25/18|000020301|WELLINGTON|PM2.5-24hr|UG/M3|6.4|24|Environment Canada|27|0|46.478300|-63.986900|124000020301
08/25/18|000020401|SOUTHAMPTON|OZONE-1HR|PPB|36|1|Environment Canada|-999|-999|46.386400|-62.582800|124000020401
08/25/18|000020401|SOUTHAMPTON|OZONE-8HR|PPB|32|8|Environment Canada|30|0|46.386400|-62.582800|124000020401
08/25/18|000020401|SOUTHAMPTON|PM2.5-24hr|UG/M3|8.1|24|Environment Canada|34|0|46.386400|-62.582800|124000020401
08/25/18|000030113|JOHNSTON BUILDING -|PM2.5-24hr|UG/M3|9.8|24|Environment Canada|41|0|44.647000|-63.574000|124000030113
08/25/18|000030120|Lake Major|OZONE-1HR|PPB|35|1|Environment Canada|-999|-999|44.719700|-63.481900|124000030120
08/25/18|000030120|Lake Major|OZONE-8HR|PPB|32|8|Environment Canada|30|0|44.719700|-63.481900|124000030120
08/25/18|000030120|Lake Major|PM2.5-24hr|UG/M3|7.5|24|Environment Canada|31|0|44.719700|-63.481900|124000030120
08/25/18|000030201|PORT HAWKESBURY|OZONE-1HR|PPB|31|1|Environment Canada|-999|-999|45.613940|-61.362350|124000030201
08/25/18|000030201|PORT HAWKESBURY|OZONE-8HR|PPB|29|8|Environment Canada|27|0|45.613940|-61.362350|124000030201
08/25/18|000030201|PORT HAWKESBURY|PM2.5-24hr|UG/M3|13.8|24|Environment Canada|55|1|45.613940|-61.362350|124000030201
08/25/18|000030310|SYDNEY|OZONE-1HR|PPB|33|1|Environment Canada|-999|-999|46.142500|-60.172800|124000030310
08/25/18|000030310|SYDNEY|OZONE-8HR|PPB|29|8|Environment Canada|27|0|46.142500|-60.172800|124000030310
08/25/18|000030310|SYDNEY|PM2.5-24hr|UG/M3|12.3|24|Environment Canada|51|1|46.142500|-60.172800|124000030310
08/25/18|000030310|SYDNEY|SO2-24HR|PPB|0|24|Environment Canada|-999|-999|46.142500|-60.172800|124000030310
08/25/18|000030701|AYLESFORD MOUNTAIN|OZONE-1HR|PPB|36|1|Environment Canada|-999|-999|45.006100|-65.000000|124000030701
08/25/18|000030701|AYLESFORD MOUNTAIN|OZONE-8HR|PPB|35|8|Environment Canada|32|0|45.006100|-65.000000|124000030701
08/25/18|000030701|AYLESFORD MOUNTAIN|PM2.5-24hr|UG/M3|12.2|24|Environment Canada|51|1|45.006100|-65.000000|124000030701
08/25/18|000030901|PICTOU|OZONE-1HR|PPB|34|1|Environment Canada|-999|-999|45.681900|-62.695300|124000030901
08/25/18|000030901|PICTOU|OZONE-8HR|PPB|30|8|Environment Canada|28|0|45.681900|-62.695300|124000030901
08/25/18|000030901|PICTOU|PM2.5-24hr|UG/M3|12|24|Environment Canada|50|0|45.681900|-62.695300|124000030901
08/25/18|000031101|KENTVILLE|OZONE-1HR|PPB|35|1|Environment Canada|-999|-999|45.040000|-64.290000|124000031101
08/25/18|000031101|KENTVILLE|OZONE-8HR|PPB|32|8|Environment Canada|30|0|45.040000|-64.290000|124000031101
08/25/18|000031101|KENTVILLE|PM2.5-24hr|UG/M3|12.7|24|Environment Canada|52|1|45.040000|-64.290000|124000031101
08/25/18|000040104|FREDERICTON-NEEDHAM ST.|OZONE-1HR|PPB|47|1|Environment Canada|-999|-999|45.957289|-66.645236|124000040104
08/25/18|000040104|FREDERICTON-NEEDHAM ST.|OZONE-8HR|PPB|42|8|Environment Canada|39|0|45.957289|-66.645236|124000040104
08/25/18|000040104|FREDERICTON-NEEDHAM ST.|PM2.5-24hr|UG/M3|13|24|Environment Canada|53|1|45.957289|-66.645236|124000040104
08/25/18|000040207|SAINT JOHN WEST|OZONE-1HR|PPB|37|1|Environment Canada|-999|-999|45.253600|-66.080300|124000040207
