12/31/17|000081001|N/A|OZONE-1HR|PPB|40|1|Saskatchewan Environment
12/31/17|000081001|N/A|OZONE-8HR|PPB|38|8|Saskatchewan Environment
12/31/17|000100140|Tsawwassen|OZONE-8HR|PPB|17|8|Greater Vancouver Regional District
12/31/17|000100140|Tsawwassen|OZONE-1HR|PPB|20|1|Greater Vancouver Regional District
12/31/17|000060610|Sudbury|OZONE-8HR|PPB|30|8|Ontario Ministry of the Environment
12/31/17|000060610|Sudbury|OZONE-1HR|PPB|32|1|Ontario Ministry of the Environment
12/31/17|000060610|Sudbury|PM2.5-24hr|UG/M3|4.6|24|Ontario Ministry of the Environment
12/31/17|TT0300001|Wampanoag Laboratory|OZONE-1HR|PPB|37|1|Wampanoag Tribe
12/31/17|TT0300001|Wampanoag Laboratory|OZONE-8HR|PPB|36|8|Wampanoag Tribe
12/31/17|000090133|Edmonton Woodcroft|PM2.5-24hr|UG/M3|4.5|24|Alberta Environmental Monitoring and Reporting Agency (AEMERA)
12/31/17|000060304|Kingston|OZONE-1HR|PPB|35|1|Ontario Ministry of the Environment
12/31/17|000060304|Kingston|PM2.5-24hr|UG/M3|3.2|24|Ontario Ministry of the Environment
12/31/17|000060304|Kingston|OZONE-8HR|PPB|33|8|Ontario Ministry of the Environment
12/31/17|TT9209004|Miami|PM2.5-24hr|UG/M3|5|24|Quapaw Tribe
12/31/17|TT5420500|Santa Rosa Rancheria|OZONE-1HR|PPB|56|1|Tachi-Yokut Tribe
12/31/17|TT5420500|Santa Rosa Rancheria|PM10-24hr|UG/M3|142|24|Tachi-Yokut Tribe
12/31/17|TT5420500|Santa Rosa Rancheria|OZONE-8HR|PPB|44|8|Tachi-Yokut Tribe
12/31/17|HN1010001|Hanoi|PM2.5-24hr|UG/M3|51.3|24|U.S. Department of State Vietnam - Hanoi
12/31/17|DK1010001|Dhaka|PM2.5-24hr|UG/M3|142.5|24|U.S. Department of State Bangladesh - Dhaka
12/31/17|BG1010001|Bogota|PM2.5-24hr|UG/M3|16.3|24|U.S. Department of State Colombia - Bogota
12/31/17|HC1010001|Ho Chi Minh City|PM2.5-24hr|UG/M3|29.9|24|U.S. Department of State Vietnam - Ho Chi Minh
12/31/17|PI1010001|Pristina|PM2.5-24hr|UG/M3|82.6|24|U.S. Department of State Kosovo - Pristina
12/31/17|MNA010001|Manama|PM2.5-24hr|UG/M3|133.5|24|U.S. Department of State Bahrain - Manama
12/31/17|MNA010001|Manama|OZONE-1HR|PPB|108|1|U.S. Department of State Bahrain - Manama
12/31/17|MNA010001|Manama|OZONE-8HR|PPB|66|8|U.S. Department of State Bahrain - Manama
12/31/17|000061009|Sarnia|OZONE-1HR|PPB|37|1|Ontario Ministry of the Environment
12/31/17|000061009|Sarnia|PM2.5-24hr|UG/M3|2.1|24|Ontario Ministry of the Environment
12/31/17|000061009|Sarnia|OZONE-8HR|PPB|35|8|Ontario Ministry of the Environment
12/31/17|CC0050109|Duncan|OZONE-8HR|PPB|27|8|Canada-Quebec2
12/31/17|CC0050109|Duncan|OZONE-1HR|PPB|28|1|Canada-Quebec2
12/31/17|CC0050109|Duncan|PM2.5-24hr|UG/M3|6.5|24|Canada-Quebec2
12/31/17|CC0050126|Sainte-Anne-de-Belle|PM2.5-24hr|UG/M3|5.1|24|Canada-Quebec2
12/31/17|CC0050126|Sainte-Anne-de-Belle|SO2-24HR|PPB|0|24|Canada-Quebec2
12/31/17|CC0050126|Sainte-Anne-de-Belle|OZONE-1HR|PPB|34|1|Canada-Quebec2
12/31/17|CC0050126|Sainte-Anne-de-Belle|OZONE-8HR|PPB|33|8|Canada-Quebec2
12/31/17|CC0050128|A‚roport de Montr‚al|OZONE-8HR|PPB|29|8|Canada-Quebec2
12/31/17|CC0050128|A‚roport de Montr‚al|OZONE-1HR|PPB|31|1|Canada-Quebec2
12/31/17|CC0050128|A‚roport de Montr‚al|CO-8hr|PPM|0.27|1|Canada-Quebec2
12/31/17|CC0050128|A‚roport de Montr‚al|PM2.5-24hr|UG/M3|4.3|24|Canada-Quebec2
12/31/17|CC0050129|RiviŠre-des-Prairies|PM2.5-24hr|UG/M3|6.7|24|Canada-Quebec2
12/31/17|CC0050129|RiviŠre-des-Prairies|CO-8hr|PPM|0.22|1|Canada-Quebec2
12/31/17|CC0050129|RiviŠre-des-Prairies|OZONE-1HR|PPB|30|1|Canada-Quebec2
12/31/17|CC0050129|RiviŠre-des-Prairies|OZONE-8HR|PPB|29|8|Canada-Quebec2
12/31/17|CC0050131|Hochelaga|PM2.5-24hr|UG/M3|6|24|Canada-Quebec2
12/31/17|CC0050133|Chenier|PM2.5-24hr|UG/M3|7.5|24|Canada-Quebec2
12/31/17|CC0050133|Chenier|SO2-24HR|PPB|0|24|Canada-Quebec2
12/31/17|CC0050134|Molson|PM2.5-24hr|UG/M3|5.8|24|Canada-Quebec2
12/31/17|CC0050134|Molson|SO2-24HR|PPB|0|24|Canada-Quebec2
12/31/17|320030540|Jerome Mack|PM10-24hr|UG/M3|69|24|Clark County Department of Air Quality
12/31/17|320030540|Jerome Mack|PM2.5-24hr|UG/M3|33.2|24|Clark County Department of Air Quality
12/31/17|320030540|Jerome Mack|SO2-24HR|PPB|2|24|Clark County Department of Air Quality
12/31/17|320030540|Jerome Mack|CO-8hr|PPM|2.95|1|Clark County Department of Air Quality
12/31/17|320030540|Jerome Mack|OZONE-1HR|PPB|26|1|Clark County Department of Air Quality
12/31/17|320030540|Jerome Mack|OZONE-8HR|PPB|17|8|Clark County Department of Air Quality
12/31/17|320030043|Paul Meyer|PM10-24hr|UG/M3|22|24|Clark County Department of Air Quality
12/31/17|320030043|Paul Meyer|OZONE-1HR|PPB|34|1|Clark County Department of Air Quality
12/31/17|320030043|Paul Meyer|OZONE-8HR|PPB|25|8|Clark County Department of Air Quality
12/31/17|320030071|Walter Johnson|OZONE-1HR|PPB|32|1|Clark County Department of Air Quality
12/31/17|320030071|Walter Johnson|PM10-24hr|UG/M3|23|24|Clark County Department of Air Quality
12/31/17|320030071|Walter Johnson|OZONE-8HR|PPB|25|8|Clark County Department of Air Quality
12/31/17|320030073|Palo Verde|PM10-24hr|UG/M3|19|24|Clark County Department of Air Quality
