06/28/18|000010102|St. John's|OZONE-1HR|PPB|42|1|Newfoundland & Labrador DEC
06/28/18|000010102|St. John's|OZONE-8HR|PPB|34|8|Newfoundland & Labrador DEC
06/28/18|000020301|WELLINGTON|OZONE-8HR|PPB|28|8|Environment Canada
06/28/18|000020301|WELLINGTON|OZONE-1HR|PPB|36|1|Environment Canada
06/28/18|000020301|WELLINGTON|PM2.5-24hr|UG/M3|2.8|24|Environment Canada
06/28/18|000030501|Kejimkujik National |OZONE-1HR|PPB|36|1|Canadian Air and Precipitation Monitoring Network
06/28/18|000030501|Kejimkujik National |OZONE-8HR|PPB|33|8|Canadian Air and Precipitation Monitoring Network
06/28/18|000030701|AYLESFORD MOUNTAIN|OZONE-8HR|PPB|31|8|Environment Canada
06/28/18|000030701|AYLESFORD MOUNTAIN|OZONE-1HR|PPB|38|1|Environment Canada
06/28/18|000030701|AYLESFORD MOUNTAIN|PM2.5-24hr|UG/M3|2.4|24|Environment Canada
06/28/18|000040203|FOREST HILLS|PM2.5-24hr|UG/M3|8.8|24|Environment Canada
06/28/18|000040203|FOREST HILLS|OZONE-1HR|PPB|32|1|Environment Canada
06/28/18|000040203|FOREST HILLS|OZONE-8HR|PPB|30|8|Environment Canada
06/28/18|000040207|SAINT JOHN WEST|OZONE-8HR|PPB|29|8|Environment Canada
06/28/18|000040207|SAINT JOHN WEST|OZONE-1HR|PPB|34|1|Environment Canada
06/28/18|000040207|SAINT JOHN WEST|PM2.5-24hr|UG/M3|5.3|24|Environment Canada
06/28/18|000040302|MONCTON|PM2.5-24hr|UG/M3|3.7|24|Environment Canada
06/28/18|000040302|MONCTON|OZONE-1HR|PPB|40|1|Environment Canada
06/28/18|000040302|MONCTON|OZONE-8HR|PPB|29|8|Environment Canada
06/28/18|000040901|ST ANDREWS|OZONE-8HR|PPB|34|8|Environment Canada
06/28/18|000040901|ST ANDREWS|OZONE-1HR|PPB|39|1|Environment Canada
06/28/18|000040901|ST ANDREWS|PM2.5-24hr|UG/M3|2.2|24|Environment Canada
06/28/18|000050113|Chomedey|OZONE-1HR|PPB|33|1|Meteorological Service of Canada
06/28/18|000050113|Chomedey|OZONE-8HR|PPB|31|8|Meteorological Service of Canada
06/28/18|000050119|Bourassa|OZONE-8HR|PPB|30|8|Meteorological Service of Canada
06/28/18|000050119|Bourassa|OZONE-1HR|PPB|34|1|Meteorological Service of Canada
06/28/18|000050204|Hull (Ile)|OZONE-1HR|PPB|39|1|Meteorological Service of Canada
06/28/18|000050204|Hull (Ile)|OZONE-8HR|PPB|31|8|Meteorological Service of Canada
06/28/18|000051501|ZÇphirin|OZONE-8HR|PPB|28|8|Meteorological Service of Canada
06/28/18|000051501|ZÇphirin|OZONE-1HR|PPB|33|1|Meteorological Service of Canada
06/28/18|000052001|Charette|OZONE-1HR|PPB|30|1|Meteorological Service of Canada
06/28/18|000052001|Charette|OZONE-8HR|PPB|27|8|Meteorological Service of Canada
06/28/18|000052201|Brossard|OZONE-8HR|PPB|27|8|Meteorological Service of Canada
06/28/18|000052201|Brossard|OZONE-1HR|PPB|33|1|Meteorological Service of Canada
06/28/18|000052301|Saint-Faustin|OZONE-1HR|PPB|32|1|Meteorological Service of Canada
06/28/18|000052301|Saint-Faustin|PM2.5-24hr|UG/M3|0.5|24|Meteorological Service of Canada
06/28/18|000052301|Saint-Faustin|OZONE-8HR|PPB|22|8|Meteorological Service of Canada
06/28/18|000052401|La Pàche|OZONE-8HR|PPB|23|8|Meteorological Service of Canada
06/28/18|000052401|La Pàche|OZONE-1HR|PPB|28|1|Meteorological Service of Canada
06/28/18|000053201|PêMONCA|OZONE-1HR|PPB|51|1|Meteorological Service of Canada
06/28/18|000053201|PêMONCA|OZONE-8HR|PPB|48|8|Meteorological Service of Canada
06/28/18|000053301|Deschambault|OZONE-8HR|PPB|44|8|Meteorological Service of Canada
06/28/18|000053301|Deschambault|OZONE-1HR|PPB|47|1|Meteorological Service of Canada
06/28/18|000053501|Franáois|OZONE-1HR|PPB|45|1|Meteorological Service of Canada
06/28/18|000053501|Franáois|OZONE-8HR|PPB|33|8|Meteorological Service of Canada
06/28/18|000053601|N.-D.-du-Rosaire|OZONE-8HR|PPB|24|8|Meteorological Service of Canada
06/28/18|000053601|N.-D.-du-Rosaire|OZONE-1HR|PPB|35|1|Meteorological Service of Canada
06/28/18|290770036|Hillcrest HS|PM10-24hr|UG/M3|15|24|Missouri Department of Natural Resources
06/28/18|290770036|Hillcrest HS|PM2.5-24hr|UG/M3|8.9|24|Missouri Department of Natural Resources
06/28/18|290770036|Hillcrest HS|OZONE-1HR|PPB|47|1|Missouri Department of Natural Resources
06/28/18|290770036|Hillcrest HS|OZONE-8HR|PPB|44|8|Missouri Department of Natural Resources
06/28/18|290990019|ARNOLD|OZONE-8HR|PPB|50|8|Missouri Department of Natural Resources
06/28/18|290990019|ARNOLD|OZONE-1HR|PPB|57|1|Missouri Department of Natural Resources
06/28/18|290990019|ARNOLD|PM10-24hr|UG/M3|15|24|Missouri Department of Natural Resources
06/28/18|290990019|ARNOLD|PM2.5-24hr|UG/M3|7.7|24|Missouri Department of Natural Resources
06/28/18|291370001|MTSP|PM10-24hr|UG/M3|14|24|Missouri Department of Natural Resources
06/28/18|291370001|MTSP|SO2-24HR|PPB|1|24|Missouri Department of Natural Resources
06/28/18|291370001|MTSP|OZONE-1HR|PPB|46|1|Missouri Department of Natural Resources
06/28/18|291370001|MTSP|OZONE-8HR|PPB|38|8|Missouri Department of Natural Resources
06/28/18|291831002|WEST ALTON|OZONE-8HR|PPB|50|8|Missouri Department of Natural Resources
06/28/18|291831002|WEST ALTON|OZONE-1HR|PPB|58|1|Missouri Department of Natural Resources
06/28/18|291831004|Orchard Farm|OZONE-1HR|PPB|66|1|Missouri Department of Natural Resources
06/28/18|291831004|Orchard Farm|OZONE-8HR|PPB|53|8|Missouri Department of Natural Resources
06/28/18|291860005|BONTERRE|OZONE-8HR|PPB|43|8|Missouri Department of Natural Resources
06/28/18|291860005|BONTERRE|OZONE-1HR|PPB|50|1|Missouri Department of Natural Resources
06/28/18|291893001|Ladue|PM2.5-24hr|UG/M3|10.4|24|Missouri Department of Natural Resources
06/28/18|295100007|BROADWAY (South)|PM2.5-24hr|UG/M3|10.9|24|Missouri Department of Natural Resources
06/28/18|295100086|MRGRETTA|PM10-24hr|UG/M3|19|24|Missouri Department of Natural Resources
06/28/18|295100086|MRGRETTA|SO2-24HR|PPB|0|24|Missouri Department of Natural Resources
06/28/18|300298001|Glacier NP|OZONE-1HR|PPB|45|1|National Park Service
