09/10/18|000010102|St. John's|OZONE-1HR|PPB|19|1|Newfoundland & Labrador DEC
09/10/18|000010102|St. John's|OZONE-8HR|PPB|17|8|Newfoundland & Labrador DEC
09/10/18|000010401|Mount Pearl|OZONE-1HR|PPB|22|1|Newfoundland & Labrador DEC
09/10/18|000010401|Mount Pearl|OZONE-8HR|PPB|20|8|Newfoundland & Labrador DEC
09/10/18|000010401|Mount Pearl|PM2.5-24hr|UG/M3|3.8|24|Newfoundland & Labrador DEC
09/10/18|000010501|Grand Falls Windsor|OZONE-1HR|PPB|30|1|Newfoundland & Labrador DEC
09/10/18|000010501|Grand Falls Windsor|OZONE-8HR|PPB|28|8|Newfoundland & Labrador DEC
09/10/18|000010601|Goose Bay|OZONE-1HR|PPB|27|1|Canadian Air and Precipitation Monitoring Network
09/10/18|000010601|Goose Bay|OZONE-8HR|PPB|26|8|Canadian Air and Precipitation Monitoring Network
09/10/18|000010602|MacPherson Avenue - |PM2.5-24hr|UG/M3|4.9|24|Environment Canada
09/10/18|000010801|Port au Choix|OZONE-1HR|PPB|25|1|Newfoundland & Labrador DEC
09/10/18|000010801|Port au Choix|OZONE-8HR|PPB|24|8|Newfoundland & Labrador DEC
09/10/18|000010901|Marystown/Burin|PM2.5-24hr|UG/M3|2.7|24|Environment Canada
09/10/18|000011002|FIREHALL-LABRADORCIT|PM2.5-24hr|UG/M3|2|24|Environment Canada
09/10/18|000030113|JOHNSTON BUILDING -|PM2.5-24hr|UG/M3|5.8|24|Environment Canada
09/10/18|000030120|Lake Major|OZONE-1HR|PPB|27|1|Environment Canada
09/10/18|000030120|Lake Major|OZONE-8HR|PPB|25|8|Environment Canada
09/10/18|000030120|Lake Major|PM2.5-24hr|UG/M3|3.2|24|Environment Canada
09/10/18|000030201|PORT HAWKESBURY|OZONE-1HR|PPB|27|1|Environment Canada
09/10/18|000030201|PORT HAWKESBURY|OZONE-8HR|PPB|24|8|Environment Canada
09/10/18|000030201|PORT HAWKESBURY|PM2.5-24hr|UG/M3|3.1|24|Environment Canada
09/10/18|000030310|SYDNEY|OZONE-1HR|PPB|25|1|Environment Canada
09/10/18|000030310|SYDNEY|OZONE-8HR|PPB|24|8|Environment Canada
09/10/18|000030310|SYDNEY|PM2.5-24hr|UG/M3|2|24|Environment Canada
09/10/18|000030310|SYDNEY|SO2-24HR|PPB|1|24|Environment Canada
09/10/18|000030502|Kejimkujik Site B|OZONE-1HR|PPB|33|1|Canadian Air and Precipitation Monitoring Network
09/10/18|000030502|Kejimkujik Site B|OZONE-8HR|PPB|30|8|Canadian Air and Precipitation Monitoring Network
09/10/18|000030701|AYLESFORD MOUNTAIN|OZONE-1HR|PPB|31|1|Environment Canada
09/10/18|000030701|AYLESFORD MOUNTAIN|OZONE-8HR|PPB|28|8|Environment Canada
09/10/18|000030701|AYLESFORD MOUNTAIN|PM2.5-24hr|UG/M3|5.4|24|Environment Canada
09/10/18|000030901|PICTOU|OZONE-1HR|PPB|24|1|Environment Canada
09/10/18|000030901|PICTOU|OZONE-8HR|PPB|21|8|Environment Canada
09/10/18|000030901|PICTOU|PM2.5-24hr|UG/M3|3.7|24|Environment Canada
09/10/18|000031101|KENTVILLE|OZONE-1HR|PPB|29|1|Environment Canada
09/10/18|000031101|KENTVILLE|OZONE-8HR|PPB|27|8|Environment Canada
09/10/18|000040104|FREDERICTON-NEEDHAM |OZONE-1HR|PPB|29|1|Environment Canada
09/10/18|000040104|FREDERICTON-NEEDHAM |OZONE-8HR|PPB|26|8|Environment Canada
09/10/18|000040104|FREDERICTON-NEEDHAM |PM2.5-24hr|UG/M3|1.9|24|Environment Canada
09/10/18|000040203|FOREST HILLS|OZONE-1HR|PPB|33|1|Environment Canada
09/10/18|000040203|FOREST HILLS|OZONE-8HR|PPB|25|8|Environment Canada
09/10/18|000040203|FOREST HILLS|PM2.5-24hr|UG/M3|4.5|24|Environment Canada
09/10/18|000040207|SAINT JOHN WEST|OZONE-1HR|PPB|28|1|Environment Canada
09/10/18|000040207|SAINT JOHN WEST|OZONE-8HR|PPB|25|8|Environment Canada
09/10/18|000040207|SAINT JOHN WEST|PM2.5-24hr|UG/M3|3.2|24|Environment Canada
09/10/18|000040209|CASTLE ST. SAINT JO|PM2.5-24hr|UG/M3|1.7|24|Environment Canada
09/10/18|000040302|MONCTON|OZONE-1HR|PPB|25|1|Environment Canada
09/10/18|000040302|MONCTON|OZONE-8HR|PPB|22|8|Environment Canada
09/10/18|000040302|MONCTON|PM2.5-24hr|UG/M3|1.7|24|Environment Canada
09/10/18|000040901|ST ANDREWS|OZONE-1HR|PPB|29|1|Environment Canada
09/10/18|000040901|ST ANDREWS|OZONE-8HR|PPB|26|8|Environment Canada
09/10/18|000040901|ST ANDREWS|PM2.5-24hr|UG/M3|1.1|24|Environment Canada
09/10/18|000041302|BATHURST|OZONE-1HR|PPB|21|1|Environment Canada
09/10/18|000041302|BATHURST|OZONE-8HR|PPB|19|8|Environment Canada
09/10/18|000041302|BATHURST|PM2.5-24hr|UG/M3|3.1|24|Environment Canada
09/10/18|000041501|EDMUNDSTON QUEEN ST.|PM2.5-24hr|UG/M3|4.2|24|Environment Canada
09/10/18|000050113|Chomedey|OZONE-1HR|PPB|22|1|Meteorological Service of Canada
09/10/18|000050113|Chomedey|OZONE-8HR|PPB|19|8|Meteorological Service of Canada
09/10/18|000050119|Bourassa|OZONE-1HR|PPB|22|1|Meteorological Service of Canada
09/10/18|000050119|Bourassa|OZONE-8HR|PPB|19|8|Meteorological Service of Canada
09/10/18|000050204|Hull (Ile)|OZONE-1HR|PPB|23|1|Meteorological Service of Canada
09/10/18|000050204|Hull (Ile)|OZONE-8HR|PPB|18|8|Meteorological Service of Canada
09/10/18|000050308|Des Sables|OZONE-1HR|PPB|20|1|Meteorological Service of Canada
09/10/18|000050308|Des Sables|OZONE-8HR|PPB|18|8|Meteorological Service of Canada
09/10/18|000050311|Parc Primavere|OZONE-1HR|PPB|22|1|Environment Canada
09/10/18|000050311|Parc Primavere|OZONE-8HR|PPB|20|8|Environment Canada
09/10/18|000050311|Parc Primavere|PM2.5-24hr|UG/M3|4.8|24|Environment Canada
09/10/18|000050404|Parc Cambron|OZONE-1HR|PPB|24|1|Meteorological Service of Canada
09/10/18|000050404|Parc Cambron|OZONE-8HR|PPB|22|8|Meteorological Service of Canada
09/10/18|000050604|Parc Tremblay|OZONE-1HR|PPB|22|1|Meteorological Service of Canada
09/10/18|000050604|Parc Tremblay|OZONE-8HR|PPB|19|8|Meteorological Service of Canada
09/10/18|000051501|Zephirin|OZONE-1HR|PPB|26|1|Meteorological Service of Canada
09/10/18|000051501|Zephirin|OZONE-8HR|PPB|22|8|Meteorological Service of Canada
09/10/18|000051501|Zephirin|PM2.5-24hr|UG/M3|3.4|24|Meteorological Service of Canada
09/10/18|000052001|Charette|OZONE-1HR|PPB|25|1|Meteorological Service of Canada
09/10/18|000052001|Charette|OZONE-8HR|PPB|20|8|Meteorological Service of Canada
09/10/18|000052201|Brossard|OZONE-1HR|PPB|24|1|Meteorological Service of Canada
09/10/18|000052201|Brossard|OZONE-8HR|PPB|20|8|Meteorological Service of Canada
09/10/18|000052301|Saint-Faustin|OZONE-1HR|PPB|24|1|Meteorological Service of Canada
09/10/18|000052301|Saint-Faustin|OZONE-8HR|PPB|21|8|Meteorological Service of Canada
09/10/18|000052301|Saint-Faustin|PM2.5-24hr|UG/M3|1.2|24|Meteorological Service of Canada
09/10/18|000052401|La Peche|OZONE-1HR|PPB|22|1|Meteorological Service of Canada
09/10/18|000052401|La Peche|OZONE-8HR|PPB|19|8|Meteorological Service of Canada
09/10/18|000053201|PEMONCA|OZONE-1HR|PPB|25|1|Meteorological Service of Canada
09/10/18|000053201|PEMONCA|OZONE-8HR|PPB|22|8|Meteorological Service of Canada
09/10/18|000053301|Deschambault|OZONE-1HR|PPB|23|1|Meteorological Service of Canada
09/10/18|000053301|Deschambault|OZONE-8HR|PPB|20|8|Meteorological Service of Canada
09/10/18|000053501|Francois|OZONE-1HR|PPB|24|1|Meteorological Service of Canada
09/10/18|000053501|Francois|OZONE-8HR|PPB|22|8|Meteorological Service of Canada
09/10/18|000053601|N.-D.-du-Rosaire|OZONE-1HR|PPB|14|1|Meteorological Service of Canada
09/10/18|000053801|Tingwick|OZONE-1HR|PPB|23|1|Meteorological Service of Canada
09/10/18|000053801|Tingwick|OZONE-8HR|PPB|22|8|Meteorological Service of Canada
09/10/18|000054201|Chapais|OZONE-1HR|PPB|29|1|Canadian Air and Precipitation Monitoring Network
09/10/18|000054201|Chapais|OZONE-8HR|PPB|26|8|Canadian Air and Precipitation Monitoring Network
09/10/18|000054703|Becancour (Arena)|PM2.5-24hr|UG/M3|1.9|24|Meteorological Service of Canada
09/10/18|000054901|Ditton|OZONE-1HR|PPB|26|1|Meteorological Service of Canada
09/10/18|000054901|Ditton|OZONE-8HR|PPB|27|8|Meteorological Service of Canada
09/10/18|000055001|Mont-Saint-Michel|OZONE-1HR|PPB|22|1|Meteorological Service of Canada
09/10/18|000055001|Mont-Saint-Michel|OZONE-8HR|PPB|19|8|Meteorological Service of Canada
09/10/18|000055501|Frelighsburg|OZONE-1HR|PPB|25|1|Canadian Air and Precipitation Monitoring Network
09/10/18|000055501|Frelighsburg|OZONE-8HR|PPB|24|8|Canadian Air and Precipitation Monitoring Network
09/10/18|000060104|Ottawa|OZONE-1HR|PPB|23|1|Ontario Ministry of the Environment
09/10/18|000060104|Ottawa|OZONE-8HR|PPB|18|8|Ontario Ministry of the Environment
09/10/18|000060104|Ottawa|PM2.5-24hr|UG/M3|2.7|24|Ontario Ministry of the Environment
09/10/18|000060204|Windsor Downtown|OZONE-1HR|PPB|23|1|Ontario Ministry of the Environment
09/10/18|000060204|Windsor Downtown|OZONE-8HR|PPB|14|8|Ontario Ministry of the Environment
09/10/18|000060204|Windsor Downtown|PM2.5-24hr|UG/M3|3.9|24|Ontario Ministry of the Environment
09/10/18|000060304|Kingston|OZONE-1HR|PPB|20|1|Ontario Ministry of the Environment
09/10/18|000060304|Kingston|OZONE-8HR|PPB|20|8|Ontario Ministry of the Environment
09/10/18|000060304|Kingston|PM2.5-24hr|UG/M3|1|24|Ontario Ministry of the Environment
09/10/18|000060424|Toronto Downtown|OZONE-1HR|PPB|22|1|Ontario Ministry of the Environment
09/10/18|000060424|Toronto Downtown|OZONE-8HR|PPB|20|8|Ontario Ministry of the Environment
09/10/18|000060424|Toronto Downtown|PM2.5-24hr|UG/M3|2.7|24|Ontario Ministry of the Environment
09/10/18|000060512|Hamilton Downtown|OZONE-1HR|PPB|16|1|Ontario Ministry of the Environment
09/10/18|000060512|Hamilton Downtown|OZONE-8HR|PPB|13|8|Ontario Ministry of the Environment
09/10/18|000060512|Hamilton Downtown|PM2.5-24hr|UG/M3|4.5|24|Ontario Ministry of the Environment
09/10/18|000060610|Sudbury|OZONE-1HR|PPB|30|1|Ontario Ministry of the Environment
09/10/18|000060610|Sudbury|OZONE-8HR|PPB|23|8|Ontario Ministry of the Environment
09/10/18|000060610|Sudbury|PM2.5-24hr|UG/M3|3.1|24|Ontario Ministry of the Environment
09/10/18|000060709|Sault Ste Marie|OZONE-1HR|PPB|32|1|Ontario Ministry of the Environment
09/10/18|000060709|Sault Ste Marie|OZONE-8HR|PPB|30|8|Ontario Ministry of the Environment
09/10/18|000060709|Sault Ste Marie|PM2.5-24hr|UG/M3|3.9|24|Ontario Ministry of the Environment
09/10/18|000060904|London|OZONE-1HR|PPB|17|1|Ontario Ministry of the Environment
09/10/18|000060904|London|OZONE-8HR|PPB|14|8|Ontario Ministry of the Environment
09/10/18|000060904|London|PM2.5-24hr|UG/M3|2.7|24|Ontario Ministry of the Environment
09/10/18|000061009|Sarnia|OZONE-1HR|PPB|21|1|Ontario Ministry of the Environment
09/10/18|000061009|Sarnia|OZONE-8HR|PPB|18|8|Ontario Ministry of the Environment
09/10/18|000061009|Sarnia|PM2.5-24hr|UG/M3|3|24|Ontario Ministry of the Environment
09/10/18|000061104|Peterborough|OZONE-1HR|PPB|25|1|Ontario Ministry of the Environment
09/10/18|000061104|Peterborough|OZONE-8HR|PPB|17|8|Ontario Ministry of the Environment
09/10/18|000061104|Peterborough|PM2.5-24hr|UG/M3|2|24|Ontario Ministry of the Environment
09/10/18|000061201|Cornwall|OZONE-1HR|PPB|25|1|Ontario Ministry of the Environment
09/10/18|000061201|Cornwall|OZONE-8HR|PPB|19|8|Ontario Ministry of the Environment
09/10/18|000061201|Cornwall|PM2.5-24hr|UG/M3|2.3|24|Ontario Ministry of the Environment
09/10/18|000061302|St. Catharines|OZONE-1HR|PPB|19|1|Ontario Ministry of the Environment
09/10/18|000061302|St. Catharines|OZONE-8HR|PPB|17|8|Ontario Ministry of the Environment
09/10/18|000061302|St. Catharines|PM2.5-24hr|UG/M3|1.9|24|Ontario Ministry of the Environment
09/10/18|000061402|Brantford|OZONE-1HR|PPB|18|1|Ontario Ministry of the Environment
09/10/18|000061402|Brantford|OZONE-8HR|PPB|17|8|Ontario Ministry of the Environment
09/10/18|000061402|Brantford|PM2.5-24hr|UG/M3|3.4|24|Ontario Ministry of the Environment
09/10/18|000061502|Kitchener|OZONE-1HR|PPB|18|1|Ontario Ministry of the Environment
09/10/18|000061502|Kitchener|OZONE-8HR|PPB|16|8|Ontario Ministry of the Environment
09/10/18|000061502|Kitchener|PM2.5-24hr|UG/M3|1.8|24|Ontario Ministry of the Environment
09/10/18|000062001|North Bay|OZONE-1HR|PPB|30|1|Ontario Ministry of the Environment
09/10/18|000062001|North Bay|OZONE-8HR|PPB|20|8|Ontario Ministry of the Environment
09/10/18|000062001|North Bay|PM2.5-24hr|UG/M3|3.5|24|Ontario Ministry of the Environment
09/10/18|000062501|Tiverton|OZONE-1HR|PPB|22|1|Ontario Ministry of the Environment
09/10/18|000062501|Tiverton|OZONE-8HR|PPB|20|8|Ontario Ministry of the Environment
09/10/18|000062501|Tiverton|PM2.5-24hr|UG/M3|2.6|24|Ontario Ministry of the Environment
