City|State|Zipcode|Latitude|Longitude
Adirondacks Region|NY|13690|44.1554|-75.0338
Adirondacks Region|NY|13684|44.4295|-75.1502
Aiken-Augusta - SC/GA|SC|29164|33.6534|-81.3644
Aiken-Augusta - SC/GA|SC|29821|33.6503|-82.1278
Aiken-Augusta - SC/GA|SC|29824|33.7851|-81.9276
Aiken-Augusta - SC/GA|SC|29829|33.5618|-81.8066
Aiken-Augusta - SC/GA|SC|29831|33.3318|-81.7904
Aiken-Augusta - SC/GA|SC|29832|33.8312|-81.7996
Aiken-Augusta - SC/GA|SC|29835|33.9099|-82.2915
Aiken-Augusta - SC/GA|SC|29838|33.7057|-82.2195
Aiken-Augusta - SC/GA|SC|29840|34.0025|-82.5114
Aiken-Augusta - SC/GA|SC|29841|33.4943|-81.9686
Aiken-Augusta - SC/GA|SC|29842|33.4388|-81.8986
Aiken-Augusta - SC/GA|SC|29845|33.8680|-82.1439
Aiken-Augusta - SC/GA|SC|29847|33.6904|-81.7800
Aiken-Augusta - SC/GA|SC|29848|34.0029|-82.0478
Aiken-Augusta - SC/GA|SC|29851|33.5503|-81.7998
Aiken-Augusta - SC/GA|SC|29853|33.4041|-81.4181
Aiken-Augusta - SC/GA|SC|29856|33.4828|-81.5161
Aiken-Augusta - SC/GA|SC|29860|33.5941|-81.9407
Aiken-Augusta - SC/GA|SC|29105|33.8547|-81.6097
Aiken-Augusta - SC/GA|SC|29146|33.4950|-81.2283
Aiken-Augusta - SC/GA|SC|29137|33.5670|-81.3064
Aiken-Augusta - SC/GA|SC|29801|33.5611|-81.7194
Aiken-Augusta - SC/GA|SC|29803|33.5110|-81.7264
Aiken-Augusta - SC/GA|SC|29805|33.6186|-81.6739
Aiken-Augusta - SC/GA|SC|29808|33.5617|-81.7221
Aiken-Augusta - SC/GA|SC|29809|33.4215|-81.6878
Aiken-Augusta - SC/GA|SC|29812|33.2454|-81.3617
Aiken-Augusta - SC/GA|SC|29817|33.3585|-81.2722
Aiken-Augusta - SC/GA|SC|30802|33.6084|-82.3728
Aiken-Augusta - SC/GA|SC|30805|33.2925|-82.2014
Aiken-Augusta - SC/GA|SC|30808|33.4139|-82.3866
Aiken-Augusta - SC/GA|SC|30809|33.5390|-82.1283
Aiken-Augusta - SC/GA|SC|30813|33.4145|-82.2117
Aiken-Augusta - SC/GA|SC|30814|33.4180|-82.3149
Aiken-Augusta - SC/GA|SC|30815|33.3154|-82.0963
Aiken-Augusta - SC/GA|SC|30824|33.4634|-82.5006
Aiken-Augusta - SC/GA|SC|30901|33.4732|-81.9673
Aiken-Augusta - SC/GA|SC|30904|33.4731|-82.0126
Aiken-Augusta - SC/GA|SC|30905|33.3996|-82.1232
Aiken-Augusta - SC/GA|SC|30906|33.4324|-82.0388
Aiken-Augusta - SC/GA|SC|30907|33.5210|-82.0494
Aiken-Augusta - SC/GA|SC|30909|33.4809|-82.1251
Albany|OR|97321|44.6308|-123.1084
Albany|OR|97322|44.6253|-123.0839
Albuquerque|NM|87102|35.0848|-106.6560
Albuquerque|NM|87104|35.0983|-106.6670
Albuquerque|NM|87105|35.0652|-106.6700
Albuquerque|NM|87106|35.0792|-106.6235
Albuquerque|NM|87107|35.1236|-106.6093
Albuquerque|NM|87108|35.0735|-106.5631
Albuquerque|NM|87109|35.1410|-106.5801
Albuquerque|NM|87110|35.1039|-106.5719
Albuquerque|NM|87111|35.1362|-106.5444
Albuquerque|NM|87112|35.1087|-106.5300
Albuquerque|NM|87113|35.1814|-106.5919
Albuquerque|NM|87114|35.1893|-106.6697
Albuquerque|NM|87116|35.0586|-106.5448
Albuquerque|NM|87117|35.0559|-106.5531
Albuquerque|NM|87120|35.1182|-106.7039
Albuquerque|NM|87121|35.0463|-106.7245
Albuquerque|NM|87122|35.1831|-106.5519
Albuquerque|NM|87123|35.0709|-106.5040
Albuquerque|NM|87131|35.0891|-106.6193
Alexandria|LA|71301|31.3087|-92.4499
Alexandria|LA|71302|31.2974|-92.4336
Alexandria|LA|71303|31.2804|-92.4846
Alexandria|LA|71360|31.1638|-92.2265
Altoona|PA|16617|40.6006|-78.3324
Altoona|PA|16625|40.2799|-78.4547
Altoona|PA|16601|40.5200|-78.4051
Altoona|PA|16602|40.4853|-78.4004
Altoona|PA|16635|40.4262|-78.4340
Altoona|PA|16637|40.3601|-78.4228
Altoona|PA|16648|40.4322|-78.3932
Altoona|PA|16662|40.2431|-78.3101
Altoona|PA|16673|40.2653|-78.3858
Altoona|PA|16686|40.6761|-78.2413
Altoona|PA|16693|40.4620|-78.2031
Amarillo|TX|79101|35.2052|-101.8412
Amarillo|TX|79102|35.1994|-101.8734
Amarillo|TX|79103|35.1791|-101.7876
Amarillo|TX|79104|35.1973|-101.7883
Amarillo|TX|79105|35.2042|-101.8322
Amarillo|TX|79106|35.1814|-101.8927
Amarillo|TX|79107|35.2222|-101.8301
Amarillo|TX|79108|35.2582|-101.8298
Amarillo|TX|79109|35.1606|-101.8836
Amarillo|TX|79110|35.1713|-101.8467
Amarillo|TX|79111|35.2305|-101.6690
Amarillo|TX|79116|35.2138|-101.8837
Amarillo|TX|79117|35.2237|-101.8126
Amarillo|TX|79118|35.1831|-101.6149
Amarillo|TX|79119|35.1449|-101.9278
Amarillo|TX|79120|35.1885|-101.8162
Amarillo|TX|79121|35.1863|-101.9264
Amarillo|TX|79124|35.2359|-101.9119
Amarillo|TX|79166|35.2073|-101.8339
Amarillo|TX|79168|35.2073|-101.8339
Amarillo|TX|79172|35.2073|-101.8339
Amarillo|TX|79174|35.2073|-101.8339
Amarillo|TX|79178|35.2073|-101.8339
Amarillo|TX|79185|35.2073|-101.8339
Amarillo|TX|79187|35.2223|-101.8121
Amarillo|TX|79189|35.2073|-101.8339
Amherst|MA|01368|42.6313|-72.1494
Amherst|MA|01370|42.6047|-72.7382
Amherst|MA|01373|42.4764|-72.6086
Amherst|MA|01375|42.4628|-72.5802
Amherst|MA|01376|42.6027|-72.5553
Amherst|MA|01378|42.6823|-72.3378
Amherst|MA|01379|42.5114|-72.4195
Amherst|MA|01420|42.5850|-71.8007
Amherst|MA|01430|42.6328|-71.9097
Amherst|MA|01431|42.6715|-71.8210
Amherst|MA|01351|42.5378|-72.5367
Amherst|MA|01355|42.5070|-72.3313
Amherst|MA|01360|42.7117|-72.4423
Amherst|MA|01364|42.5883|-72.3112
Amherst|MA|01436|42.6112|-72.0738
Amherst|MA|01440|42.5730|-71.9961
Amherst|MA|01344|42.5839|-72.4930
Amherst|MA|01349|42.5759|-72.4955
Amherst|MA|01340|42.6554|-72.7159
Amherst|MA|01341|42.5113|-72.6990
Amherst|MA|01342|42.5396|-72.6035
Amherst|MA|01331|42.5927|-72.2296
Amherst|MA|01337|42.6704|-72.5540
Amherst|MA|01452|42.4811|-71.9492
Amherst|MA|01453|42.5250|-71.7546
Amherst|MA|01462|42.5767|-71.7473
Amherst|MA|01463|42.6677|-71.5679
Amherst|MA|01468|42.5434|-72.0435
Amherst|MA|01469|42.6670|-71.7066
Amherst|MA|01473|42.5467|-71.9140
Amherst|MA|01474|42.6816|-71.7416
Amherst|MA|01475|42.6859|-72.0494
Amherst|MA|01523|42.4410|-71.6764
Amherst|MA|01541|42.4548|-71.8771
Amherst|MA|01072|42.5047|-72.4320
Amherst|MA|01088|42.3883|-72.6340
Amherst|MA|01038|42.3751|-72.6027
Amherst|MA|01040|42.2070|-72.6143
Amherst|MA|01054|42.4558|-72.5112
Amherst|MA|01060|42.3185|-72.6310
Amherst|MA|01062|42.3358|-72.6724
Amherst|MA|01063|42.3205|-72.6402
Amherst|MA|01002|42.4317|-72.4832
Amherst|MA|01003|42.3901|-72.5249
Amherst|MA|01005|42.4232|-72.1088
Amherst|MA|01028|42.0700|-72.5183
Amherst|MA|01035|42.3421|-72.5851
Anacortes|WA|98221|48.4981|-122.6139
Anchorage|AK|99501|61.2088|-149.8626
Anchorage|AK|99502|61.1423|-149.9498
Anchorage|AK|99503|61.1954|-149.9056
Anchorage|AK|99507|61.1738|-149.8378
Anchorage|AK|99508|61.2078|-149.7999
Anchorage|AK|99515|61.1320|-149.8632
Anchorage|AK|99516|61.1051|-149.8338
Anchorage|AK|99517|61.1882|-149.9235
Anchorage|AK|99518|61.1541|-149.8914
Ann Arbor|MI|48197|42.2440|-83.6199
Ann Arbor|MI|48198|42.2438|-83.6031
Ann Arbor|MI|48118|42.3119|-84.0200
Ann Arbor|MI|48103|42.2694|-83.7731
Ann Arbor|MI|48104|42.2795|-83.7438
Ann Arbor|MI|48105|42.2940|-83.7365
Ann Arbor|MI|48108|42.2483|-83.6704
Ann Arbor|MI|48109|42.2785|-83.7312
Ann Arbor|MI|48130|42.3356|-83.8830
Ann Arbor|MI|48137|42.4301|-84.0578
Ann Arbor|MI|48160|42.0785|-83.6888
Ann Arbor|MI|48114|42.5626|-83.7990
Ann Arbor|MI|48116|42.5347|-83.7864
Ann Arbor|MI|48158|42.1519|-84.0283
Ann Arbor|MI|48169|42.4589|-83.9396
Ann Arbor|MI|48176|42.1703|-83.7801
Ann Arbor|MI|48178|42.4583|-83.6497
Ann Arbor|MI|48353|42.6303|-83.7253
Ann Arbor|MI|48380|42.5933|-83.6544
Ann Arbor|MI|48189|42.4383|-83.8028
Ann Arbor|MI|48191|42.0675|-83.5462
Ann Arbor|MI|48836|42.6578|-84.0722
Ann Arbor|MI|48843|42.6077|-83.9335
Ann Arbor|MI|48855|42.6271|-83.9933
Ann Arbor|MI|49201|42.2795|-84.4582
Ann Arbor|MI|49202|42.2751|-84.4460
Ann Arbor|MI|49203|42.2367|-84.4136
Ann Arbor|MI|49220|41.9865|-84.3466
Ann Arbor|MI|49221|41.8987|-84.0305
Ann Arbor|MI|49227|41.9575|-84.7696
Ann Arbor|MI|49228|41.8299|-83.8622
Ann Arbor|MI|49229|41.9649|-83.7429
Ann Arbor|MI|49230|42.1056|-84.2486
Ann Arbor|MI|49232|41.7166|-84.6466
Ann Arbor|MI|49233|42.0864|-84.3635
Ann Arbor|MI|49234|42.1243|-84.3224
Ann Arbor|MI|49235|41.8634|-84.2376
Ann Arbor|MI|49236|42.0943|-83.9867
Ann Arbor|MI|49237|42.1794|-84.6420
Ann Arbor|MI|49238|41.8880|-83.7490
Ann Arbor|MI|49240|42.2519|-84.2070
Ann Arbor|MI|49241|42.1002|-84.5515
Ann Arbor|MI|49242|41.9220|-84.6301
Ann Arbor|MI|49246|42.0918|-84.4748
Ann Arbor|MI|49247|41.9112|-84.3668
Ann Arbor|MI|49248|41.7958|-84.0390
Ann Arbor|MI|49249|42.0653|-84.4218
Ann Arbor|MI|49250|41.9845|-84.6611
Ann Arbor|MI|49252|42.0437|-84.7658
Ann Arbor|MI|49253|41.9640|-84.2847
Ann Arbor|MI|49254|42.2281|-84.3274
Ann Arbor|MI|49256|41.7212|-84.2132
Ann Arbor|MI|49259|42.3350|-84.2276
Ann Arbor|MI|49262|41.9725|-84.5291
Ann Arbor|MI|49265|42.0056|-84.1890
Ann Arbor|MI|49266|41.8873|-84.5399
Ann Arbor|MI|49271|41.8642|-84.4779
Ann Arbor|MI|49272|42.3892|-84.3402
Ann Arbor|MI|49274|41.8853|-84.7924
Ann Arbor|MI|49276|41.8214|-83.7273
Ann Arbor|MI|49277|42.3858|-84.4614
Ann Arbor|MI|49279|41.8223|-84.1017
Ann Arbor|MI|49283|42.2062|-84.5491
Ann Arbor|MI|49284|42.4381|-84.7749
Ann Arbor|MI|49286|42.0039|-83.9452
Ann Arbor|MI|49287|42.0161|-84.0593
Ann Arbor|MI|49288|41.7511|-84.3403
Ann Arbor|MI|49268|41.8593|-83.9345
Ann Arbor|MI|49269|42.2571|-84.5971
Antelope Vly|CA|93534|34.6750|-118.1459
Antelope Vly|CA|93535|34.6853|-118.1013
Antelope Vly|CA|93536|34.8398|-118.5994
Antelope Vly|CA|93539|34.6787|-118.1656
Antelope Vly|CA|93543|34.5281|-117.9924
Antelope Vly|CA|93544|34.4693|-117.8456
Antelope Vly|CA|93550|34.5814|-118.1167
Antelope Vly|CA|93551|34.6133|-118.1908
Antelope Vly|CA|93552|34.5710|-118.0506
Antelope Vly|CA|93553|34.5055|-117.9021
Antelope Vly|CA|93584|34.6984|-118.1389
Antelope Vly|CA|93586|34.6475|-118.2186
Antelope Vly|CA|93590|34.5800|-118.0891
Antelope Vly|CA|93591|34.6100|-117.8241
Antelope Vly|CA|93599|34.6027|-118.1166
Anza Vly|CA|92536|33.5340|-116.7992
Anza Vly|CA|92539|33.5497|-116.7250
Anza Vly|CA|92561|33.5927|-116.4571
Apache Junction|AZ|85118|33.3584|-111.4530
Apache Junction|AZ|85119|33.3952|-111.5346
Apache Junction|AZ|85120|33.4220|-111.5680
Applegate Valley|OR|97533|42.3771|-123.2329
Applegate Valley|OR|97544|42.2671|-123.2545
Arden Arcade-Del Paso Manor|CA|95860|38.6106|-121.3810
Ashland|OR|97520|42.1954|-122.7071
Atascadero|CA|93422|35.4582|-120.6416
Atascadero|CA|93432|35.4181|-120.4615
Athol (seasonal)|ID|83801|48.0113|-116.6241
Athol (seasonal)|ID|83822|48.1765|-117.0327
Atlanta|GA|31085|33.4024|-83.5907
Atlanta|GA|31064|33.3905|-83.8339
Atlanta|GA|31816|32.8427|-84.6801
Atlanta|GA|31830|32.8914|-84.6780
Atlanta|GA|30002|33.7772|-84.2656
Atlanta|GA|30004|34.1037|-84.2609
Atlanta|GA|30005|34.1016|-84.2055
Atlanta|GA|30008|33.9182|-84.5712
Atlanta|GA|30011|34.0166|-83.8218
Atlanta|GA|30012|33.6970|-84.0753
Atlanta|GA|30013|33.6196|-83.9793
Atlanta|GA|30014|33.7534|-83.8185
Atlanta|GA|30016|33.5980|-83.9654
Atlanta|GA|30017|33.8979|-83.9581
Atlanta|GA|30019|33.9075|-83.8130
Atlanta|GA|30021|33.8111|-84.2405
Atlanta|GA|30022|33.9985|-84.2794
Atlanta|GA|30024|34.0937|-84.1361
Atlanta|GA|30025|33.6562|-83.7189
Atlanta|GA|30030|33.7751|-84.2957
Atlanta|GA|30032|33.7640|-84.2508
Atlanta|GA|30033|33.8059|-84.3053
Atlanta|GA|30034|33.7027|-84.2696
Atlanta|GA|30035|33.7381|-84.2228
Atlanta|GA|30038|33.6989|-84.1523
Atlanta|GA|30039|33.7706|-84.0456
Atlanta|GA|30040|34.2072|-84.1381
Atlanta|GA|30041|34.2226|-84.0857
Atlanta|GA|30043|33.9721|-84.0250
Atlanta|GA|30044|33.9419|-84.0866
Atlanta|GA|30045|33.9318|-83.9169
Atlanta|GA|30047|33.9022|-84.1537
Atlanta|GA|30052|33.7272|-83.9070
Atlanta|GA|30054|33.6269|-83.8687
Atlanta|GA|30055|33.4230|-83.8204
Atlanta|GA|30056|33.5174|-83.6980
Atlanta|GA|30058|33.7101|-84.1125
Atlanta|GA|30060|33.8930|-84.5641
Atlanta|GA|30062|34.0206|-84.4275
Atlanta|GA|30064|33.9467|-84.5559
Atlanta|GA|30066|33.9981|-84.5441
Atlanta|GA|30067|33.9172|-84.4711
Atlanta|GA|30068|33.9712|-84.4188
Atlanta|GA|30069|33.9276|-84.5374
Atlanta|GA|30071|33.9335|-84.1935
Atlanta|GA|30075|34.0981|-84.4238
Atlanta|GA|30076|34.0302|-84.3274
Atlanta|GA|30078|33.8570|-84.0206
Atlanta|GA|30079|33.7904|-84.2594
Atlanta|GA|30080|33.8883|-84.4822
Atlanta|GA|30082|33.8850|-84.5421
Atlanta|GA|30083|33.8129|-84.1929
Atlanta|GA|30084|33.8518|-84.2124
Atlanta|GA|30087|33.8231|-84.1145
Atlanta|GA|30088|33.7578|-84.1909
Atlanta|GA|30092|33.9496|-84.2498
Atlanta|GA|30093|33.8903|-84.1936
Atlanta|GA|30094|33.6481|-84.0207
Atlanta|GA|30096|33.9976|-84.1649
Atlanta|GA|30097|33.9869|-84.0954
Atlanta|GA|30101|34.0389|-84.7779
Atlanta|GA|30102|34.0886|-84.6777
Atlanta|GA|30103|34.3699|-84.9347
Atlanta|GA|30106|33.8539|-84.6065
Atlanta|GA|30107|34.2988|-84.2428
Atlanta|GA|30108|33.4233|-85.2724
Atlanta|GA|30110|33.7182|-85.1457
Atlanta|GA|30113|33.9146|-85.2465
Atlanta|GA|30114|34.2500|-84.4888
Atlanta|GA|30115|34.1800|-84.4979
Atlanta|GA|30116|33.6217|-84.9951
Atlanta|GA|30117|33.5775|-85.0753
Atlanta|GA|30120|34.0820|-84.8408
Atlanta|GA|30121|34.2197|-84.8160
Atlanta|GA|30122|33.7849|-84.6416
Atlanta|GA|30126|33.8209|-84.5760
Atlanta|GA|30127|33.8608|-84.6828
Atlanta|GA|30132|33.9116|-84.7908
Atlanta|GA|30134|33.7506|-84.7352
Atlanta|GA|30135|33.7182|-84.7647
Atlanta|GA|30137|34.1255|-84.7576
Atlanta|GA|30139|34.4358|-84.6986
Atlanta|GA|30141|33.8809|-84.7592
Atlanta|GA|30143|34.3756|-84.4731
Atlanta|GA|30144|34.0395|-84.5703
Atlanta|GA|30145|34.2354|-84.9429
Atlanta|GA|30148|34.4137|-84.2853
Atlanta|GA|30152|33.9967|-84.5964
Atlanta|GA|30153|34.0041|-85.0430
Atlanta|GA|30157|33.9001|-84.8361
Atlanta|GA|30168|33.7798|-84.5631
Atlanta|GA|30170|33.4187|-85.1333
Atlanta|GA|30171|34.3125|-84.7198
Atlanta|GA|30175|34.4996|-84.4683
Atlanta|GA|30176|33.7477|-85.2923
Atlanta|GA|30177|34.4210|-84.3867
Atlanta|GA|30178|34.0757|-84.9432
Atlanta|GA|30179|33.8232|-85.0439
Atlanta|GA|30180|33.7360|-84.9260
Atlanta|GA|30182|33.6166|-85.2655
Atlanta|GA|30183|34.3847|-84.5785
Atlanta|GA|30184|34.2162|-84.6278
Atlanta|GA|30185|33.4922|-84.9113
Atlanta|GA|30187|33.6030|-84.9107
Atlanta|GA|30188|34.0700|-84.5277
Atlanta|GA|30189|34.1041|-84.5395
Atlanta|GA|30204|33.0562|-84.1556
Atlanta|GA|30205|33.2845|-84.4624
Atlanta|GA|30206|33.0923|-84.4392
Atlanta|GA|30213|33.5670|-84.5798
Atlanta|GA|30214|33.4594|-84.4528
Atlanta|GA|30215|33.4433|-84.4407
Atlanta|GA|30216|33.2482|-83.9078
Atlanta|GA|30217|33.1773|-85.1109
Atlanta|GA|30218|33.0943|-84.5723
Atlanta|GA|30220|33.2344|-84.8351
Atlanta|GA|30222|33.0237|-84.7166
Atlanta|GA|30223|33.2541|-84.2618
Atlanta|GA|30224|33.2437|-84.2732
Atlanta|GA|30228|33.3457|-84.2964
Atlanta|GA|30230|33.2340|-84.9502
Atlanta|GA|30233|33.4352|-83.9551
Atlanta|GA|30234|33.3078|-84.0432
Atlanta|GA|30236|33.5027|-84.2760
Atlanta|GA|30238|33.4827|-84.4035
Atlanta|GA|30248|33.3068|-84.0686
Atlanta|GA|30251|33.2041|-84.7490
Atlanta|GA|30252|33.4260|-84.1322
Atlanta|GA|30253|33.4465|-84.1415
Atlanta|GA|30256|33.0314|-84.2636
Atlanta|GA|30257|33.1471|-84.2499
Atlanta|GA|30258|33.0125|-84.4998
Atlanta|GA|30259|33.2862|-84.7674
Atlanta|GA|30260|33.5987|-84.3285
Atlanta|GA|30263|33.3740|-84.8016
Atlanta|GA|30265|33.3910|-84.7368
Atlanta|GA|30268|33.5268|-84.6636
Atlanta|GA|30269|33.3954|-84.5907
